opinion_id,author,recommendation,stars,content,pros,cons,useful,useless,post_date,purchase_date
10806214,Magda,Polecam,5/5,"Szczoteczka do zębów bardzo przypadła do gustu mojej półtorarocznej córce, wcześniej musiałam jej na siłę myć ząbki zwykła szczoteczką , nie chciała otwierać buzi, teraz bez problemu daje sobie umyć ząbki. szczoteczka cicho wibruje, co mojej córki nie wystraszyło. Od dziś mycie ząbków to nie problem. Polecamy","['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-07-19 08:26:53,2019-07-12 17:38:30
4742763,Sandra,Polecam,5/5,"Moja córeczka jest zachwycona!!! Do tej pory używaliśmy zwykłej, manualnej szczoteczki - efekt mycia był różny, ale przeważnie kończyło się płaczem. Szczoteczka soniczna, jest cicha, wibracje są delikatne, a świecąca lampka dodaje jej atrakcyjności w oczach dziecka. Mała myje teraz zęby przed lustem :)",[],[],1,0,2017-06-08 21:10:50,2017-06-04 14:00:42
10550388,Joanna,Polecam,"4,5/5","Szczoteczka sama w sobie bardzo fajna, ładnie podświetla ząbki, sama się wyłącza po 2 min oraz co 30 sek informuje o zmianie strony mycia. U nas niestety spotkała się z oporem i maluchowi wibracje nie przypadły do gustu, mam nadzieję, że z czasem się przekona.","['dopasowana do malutkich rączek', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-05-21 08:22:32,2019-05-15 11:29:57
11039593,Aga,Polecam,5/5,"Jesteśmy bardzo zadowoleni z zakupu szczoteczki. Wcześniej korzystaliśmy z normalnej i był ogromny problem z myciem zębów. Teraz mycie to naprawdę przyjemność. Nie dość że świeci to na dodatek wiruje. Syn jest zachwycony. Polecam gorąco, bo według mnie cena też całkiem przystępna.","['bardzo dobre lezy w ręce dziecka', 'brak regulacji poziomu wibracji', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",[],0,0,2019-09-13 16:25:52,2019-09-10 11:46:28
17714067,a...3,Polecam,5/5,"Szczoteczka czyni cuda! Mialam problem z mycie zebow u dziecka natomiast po poleceniu zakupilam ta szczoteczkę i naprawde jestem zdumiona ze moje dziecko samo chce myć ząbki. Szczoteczka wibruje i ma swiatelko co bardzej przyciaga uwagę dziecka i próbowania samemu szczotkować zęby  ;) polecam 
Minus ze jest na baterie  :(","['dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość czyszczenia', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania']",[],0,0,2023-07-17 15:21:45,2023-07-11 23:27:47
6417721,Dorota,Polecam,5/5,"Szczoteczka bardzo fajna, delikatna. Po zwykłej czasami krwawiły dziąsła, a tutaj na szczęście takiego problemu nie ma. No i światełko nie tylko oświetla ząbki, ale jest dodatkiem, który zachęca do mycia ząbków. I ja i dziecko mamy frajdę ;-)","['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2017-12-31 15:21:31,2017-12-19 00:01:27
6662159,Edyta,Polecam,5/5,"Szczoteczka jest warta uwagi. Światełko zachęca dziecko do czyszczenia zębów. Gorzej z drganiami. Mojej córce nie przypadły one do gustu. Jednak mam nadzieję, że się przekona, bo przecież nie ma się czego bać. Widocznie trafiłam na jej ""gorszy"" etap...",[],[],0,0,2018-03-01 16:33:06,2018-02-12 17:54:36
8416969,Iza,Polecam,5/5,"Przy totalnym buncie dziecka do mycia zębów łatwiej jest mi umyć zęby klasyczną szczoteczką (ze względu na większą powierzchnię myjącą). Myślę jednak, że jest to przede wszystkim kwestia mojego przyzwyczajenia. Sam produkt- bez zastrzeżeń.","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby']","['wibracja rozprasza dziecko', 'zabawa jest', 'wygoda używania']",0,0,2018-10-06 20:44:12,2018-09-30 21:45:18
10992590,KK,Polecam,5/5,"Ciekawy produkt, miękka szczoteczka, delikatne ruchy pulsacyjne, światełko podświetla ząbki dziecka, niestety mój 18 miesięczniak woli ją zagryzać niż szorować ząbki, ale mam nadzieję że to kwestia przyzwyczajenia.",[],[],0,0,2019-09-02 11:17:57,2019-08-28 14:45:01
10270790,Mama,Nie polecam,"1,5/5","Mycie tą szczoteczką jest równie skuteczne, jak manualną, i tak samo długo trwa. Dobre dla dzieci, które współpracują przy myciu zębów. Jest to bardziej zabawka, gadżet mający zainteresować dziecko, niż narzędzie poprawiające jakość mycia.
Jeśli dziecko nie współpracuje, to dużo lepiej sprawdzi się zwykła obrotowa szczoteczka elektryczna z miękką końcówką, którą w ciągu paru sekund skutecznie umyję ryczącemu i wiergającemu dziecku zęby.","['głośność pracy', 'łatwość czyszczenia']",['łatwa w użytkowaniu'],3,10,2019-03-20 07:14:08,2019-03-14 08:26:19
6660411,Beata,Polecam,5/5,Jestem bardzo zadowolona z zakupionych szczoteczek. Moje dwuletnie dzieci bardzo chętnie myją nimi ząbki. Przez pierwsze dni nie rozstawały się ze szczoteczkami. Polecam dla każdego dziecka.,"['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-03-01 12:13:23,2018-02-10 23:13:00
9026241,Dorota,Polecam,5/5,Szczoteczka idealnie nadaje się dla dziecka. Ksztalt przyciaga uwage. Drgania sa bardzo delikatne czyli w sam raz dla dziecka. U nas zakup szczoteczki to strzal w dziesiątkę. Roczna córka jest nia zachwycona i z mila checia myje nia zabki.,[],[],0,0,2019-01-31 21:56:36,2019-01-23 22:31:42
8535424,MagdalenaHan,Polecam,5/5,"Bardzo fajna szczoteczka dla młodszych dzieci, żeby oswoić ich z myciem zębów. Jest w miarę cicha. Swoim wyglądem i świeceniem w trakcie użytkowania zaciekawia dzieci i zachęca do mycia.","['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-11-08 12:40:18,2018-10-27 20:32:13
8979989,Kate,Polecam,5/5,"2,5letnia córka w skowronkach bo ma taką szczoteczkę jak rodzice... ;) Bardzo dobrze leży w małej rączce. Dobre przygotowanie do większych szczoteczek tego typu. Bardzo delikatnie myje ale zapewne lepiej niż zwykłą szczoteczką. Polecam!",[],[],0,0,2019-01-24 09:24:22,2019-01-21 09:10:31
8354560,Patrycja,Polecam,5/5,"Szczoteczka wygląda na solidną, posiada dwie główki różnej wielkości dzięki czemu można dostosować szczoteczkę do wieku dziecka. Synek (11 miesięcy) niestety boi się szczoteczki po jej uruchomieniu. Myślę, że z czasem się przyzwyczai.",[],[],0,0,2018-09-17 23:21:58,2018-09-05 22:48:15
3865873,AnetaB,Polecam,5/5,"Super produkt. Synek ma 1,5 roku i jest zachwycony.  Bardzo szybko przestawił się ze zwykłej szczoteczki na tą soniczna. Bardzo chętnie myje nią ząbki, które są świetnie doczyszczone.  Fajnym dodatkiem jest światełko.",[],[],0,0,2016-08-05 13:17:51,2016-07-28 19:01:46
11794723,Użytkownik Ceneo,Polecam,5/5,"Dziecko zadowolone, szczoteczka się świeci i zaznacza 30 sek krótka pauza. Dwulatce jeszcze trzeba pomóc w myciu ale szczoteczka ok. Wibracje przy pierwszym użyciu dziecko gilgotały ale teraz jest już ok. Polecam",[],[],0,0,2020-02-24 12:17:43,2020-01-24 14:36:03
10100180,Ola,Polecam,4/5,Duży minus za brak śrubokrętu w zestawie. Śrubka zabezpieczająca miejsce na baterie jest maleńka. Nie każdy dysponuje tak małym śrubokrętem aby ją wykręcić. Reszta na plus,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,1,2019-02-14 14:23:24,2019-01-28 11:51:28
11096170,kubucjusz,Polecam,5/5,"Szczoteczka fajna, dziecko się interesuje i samo chce myć zęby. Delikatne wibracje w porównaniu do szczoteczki sonicznej dla ""dorosłego"", wszytko jest okej.","['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-09-30 10:25:09,2019-09-18 21:03:32
10387775,W...a,Polecam,"4,5/5","generalnie ok, bateria zabezpieczona śrubką. Jedyny minus jaki na ten moment widzę, że dziecko nie chce myć szczoteczką ząbków gdyż za mocne są wibracje","['dopasowana do malutkich rączek', 'ładny wygląd', 'łatwość czyszczenia', 'podświetlenie', 'wygoda używania']","['brak regulacji poziomu wibracji', 'głośność pracy']",0,0,2019-04-12 11:15:28,2019-04-08 08:54:10
13559288,j...a,Polecam,5/5,Według mnie świetna szczoteczka dla malucha. Idealna do nauki mycia zębów. Podświetlenie i wibracja zwiększa zainteresowanie dziecka. Jestem bardzo zadowolona z wyboru. Bardzo ładny wygląd.,"['głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2020-12-11 15:12:23,2020-11-17 21:02:00
12475113,Bultro,Polecam,4/5,"Fajnie przemyślany produkt, jednak dziecko przy odrobinie wysiłku jest w stanie wyciągać zębami włókna. Mogłoby być solidniej przytwierdzone, niemniej jednak jestem zadowolona z produktu.",[],[],0,0,2020-05-20 17:16:29,2020-05-09 15:52:02
4324856,Magda,Polecam,5/5,"Szczoteczka bardzo fajna, podświetlana co bardzo podoba się mojemu dziecku i zachęca do mycia zębów. Waga szczoteczki jak i głośność nie przeszkadzają w użytkowaniu. Polecam ten zakup.",[],[],0,0,2017-01-02 13:47:09,2016-12-19 15:53:03
10139220,Kitty,Polecam,5/5,"11 miesieczna corka bardzo lubi sama probowac myc zeby ta szczoteczka. Dzieki wibracjom masowane sa dziasla, co pomaga przy zabkowaniu","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania']",[],0,0,2019-02-22 08:02:53,2019-01-20 18:59:00
10480030,Marta,Polecam,5/5,"Mój 1,5 roczniak sam chętnie myje zabki dzięki tej szczoteczce.  Jak dla mnie świetna, choć na poczatku musiał sie do niej przekonać","['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'wygoda używania']",['brak regulacji poziomu wibracji'],0,0,2019-05-05 14:18:40,2019-04-04 19:28:38
11504868,Gosia,Polecam,5/5,"Szczoteczka jest super. Syn, co prawda, nadal nie polubił mycia zębów, ale przynajmniej są dokładniej umyte niż szczoteczką manualną.","['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania']",[],0,0,2019-12-30 14:28:28,2019-12-06 14:05:08
4599711,Anna,Polecam,5/5,Po prostu super szczoteczka bardzo cicho pracuje jest bardzo delikatna włosie miekkie i   jeszcze świeci moja córeczka bardzo chętnie nią myje swoje ząbki a ma niecałe 2 latka .,[],[],0,0,2017-04-24 15:35:09,2017-04-19 10:06:34
4987608,Ania,Polecam,5/5,"Polecam, córka zwykła szczoteczka nie chciała myć zębów, był jeden wielki płacz, dzieki tej szczoteczkę chętnie myje.","['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2017-08-29 11:58:01,2017-08-23 00:11:51
7846242,Wojtek,Polecam,5/5,"Najważniejsze, że maluszek się jej nie boi. Bardzo przydatna funkcja podświetlenia szczoteczki oraz automatyczny wyłącznik.","['głośność pracy', 'wygoda używania']",[],0,0,2018-04-16 11:28:24,2018-04-04 14:06:57
10714139,Krzysztof,Polecam,5/5,Produkt bardzo dobry. Podświetlenie i wibracje sprawiły to że moja mała kilka razy dziennie prosi by jej umyć ząbki.,"['cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana']",[],0,0,2019-06-28 02:36:11,2019-05-27 21:54:36
12182925,Użytkownik Ceneo,Polecam,5/5,Szczoteczka bardzo dobrej jakości. Atrakcyjna dla dziecka. Drgania szczoteczki dostosowane są do wieku dziecka. Dobrze się trzyma w małej rączce. Jestem zadowolona.,[],[],0,0,2020-04-17 23:07:19,2020-04-07 18:14:13
11015044,Iwona,Polecam,4/5,"Szczoteczka to super zabawka dla dziecka (9 mies.), mycie ząbków nigdy nie stwarzało problemu ale teraz to bajka.","['dopasowana do malutkich rączek', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'ładny wygląd', 'łatwość czyszczenia', 'łatwość czyszczenia', 'wygoda używania', 'wygoda używania']",['głośność pracy'],0,0,2019-10-02 11:24:50,2019-09-01 09:53:34
10712146,MArcinS,Polecam,5/5,"Dziewczynka lat 1 i 3 miesiące, po drugim razie, nie chciała rozstawać się z szczoteczką. Jak dla mnie rewelacja.","['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-06-27 15:13:39,2019-06-24 12:41:10
7787634,Alessa,Polecam,4/5,"Podoba mi się, jednak dziecko się bawi, a nie,myje zęby. Może to zależy od temperamentu i podejścia malucha.","['bardzo dobre lezy w ręce dziecka', 'łatwa w użytkowaniu', 'wygoda używania']","['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwość czyszczenia', 'wibracja rozprasza dziecko', 'zabawa jest']",0,0,2018-03-31 14:50:32,2018-03-26 00:03:16
7761937,Marta,Polecam,5/5,"Na początku raczej jako zabawka niż szczoteczka, ale z biegiem czasu dziecko się przyzwyczaja do wibracji :)","['dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2018-03-25 22:50:24,2018-02-07 17:25:39
6719176,Rafał,Polecam,5/5,Szczoteczka spełnia swoje zadanie - myje zabki i zachęca dziecko do ich mycia. Mała zgrabna cicha - polecam,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2018-03-15 18:18:30,2018-03-12 10:48:03
11525847,Ewa,Polecam,5/5,Polecam szczoteczkę dzięki temu że się świeci można zajrzeć dokłanie w ząbki małego ruchliwego cżłowieka,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2020-01-03 13:11:16,2019-12-17 10:50:42
11688671,Użytkownik Ceneo,Polecam,5/5,"U nas szczoteczka sprawdziła się świetnie. Nasza jednoroczna córeczka nie cierpiała myć zębów, a teraz dzielnie znosi całą procedurę. Jestem zachwycona.",[],[],0,0,2020-02-04 11:38:53,2020-01-23 12:27:19
6697517,Użytkownik Ceneo,Polecam,5/5,Wybrałam tę szczoteczkę ze względu na dobre opinie i wiek mojego malucha. To był strzał w  dziesiątkę!,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-03-11 18:56:47,2018-02-20 23:39:25
13136544,m...i,Polecam,"4,5/5","Wiele osób ocenia głośność, starszemu dziecku (2,5r) wibracje i buczenie przrszkadza, mlodszemu (10mcy) bardzo się podoba. Wszystko zależy od dziecka.","['ładny wygląd', 'łatwość czyszczenia', 'podświetlenie']",[],0,0,2020-09-28 14:24:41,2020-09-15 22:38:25
11388555,irek65,Polecam,5/5,Bardzo zabawne i fikuśne urządzonko. Dzieci uczą się dobrych nawyków i bawią się przy tym przednie,"['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania']",[],0,0,2019-12-08 09:29:02,2019-12-01 21:00:14
10400738,Daria,Polecam,5/5,Jestem bardzo zadowolona z produktu moja córka dzięki tej szczoteczce chętniej myje zęby.. polecam,"['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'wygoda używania', 'wyprofilowana']",['brak regulacji poziomu wibracji'],0,0,2019-04-15 17:24:11,2019-04-03 17:57:41
8342479,Anita,Polecam,5/5,"Na razie używamy krótko, ale Maluch jest zainteresowany myciem zębów i nie boi się szczoteczki.","['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-09-13 11:01:33,2018-09-10 22:11:54
10212583,Kasia,Polecam,5/5,Swietna szczoteczka dla najmłodszych. Córka  z ogromną chęcią sama próbuje myć ząbki i wiem że robi to dokładniej niż szczoteczka manualną.,[],[],0,0,2019-03-08 12:42:40,2019-02-05 12:43:57
10356116,Użytkownik Ceneo,Polecam,5/5,"Kupilismy gdy synek mial 2latka, uwielbia tą szczoteczkę a mycie ząbków zdecydowanie dokładniejsze","['cena', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'ochrona przed wydostaniem się baterii', 'podświetlenie']",[],0,0,2019-04-05 14:23:41,2019-03-05 15:40:04
10990585,Basia,Polecam,5/5,"Od kiedy 2.5 letni synek dostał szczoteczkę zaczął sam chętnie myć ząbki. 
Polecam gorąco.","['cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'jakość wykonania', 'ładny wygląd', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",[],0,0,2019-09-01 15:44:00,2019-07-18 09:40:13
8361373,OlaD,Polecam,5/5,Córka (niecałe dwa lata) jest zachwycona. Podoba jej się mycie i światełko w szczoteczce.,"['dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-09-19 16:31:08,2018-09-06 10:53:02
10494822,Bartłomiej,Polecam,5/5,Produkt bardzo dobrze służy dziecku nie ma problemu z jego użytkowaniem. Godny polecenia,"['cena', 'dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'wygoda używania', 'wyprofilowana']",['brak regulacji poziomu wibracji'],0,0,2019-05-08 15:52:59,2019-04-07 20:58:18
10834110,Agnieszka,Polecam,5/5,Fajna szczoteczka dla.malucha. Roczny synek chętnie jej używa a podświetlenie- rewelacja,"['dopasowana do malutkich rączek', 'ładny wygląd', 'łatwa w użytkowaniu', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'wygoda używania', 'wytrzymałość']",[],0,0,2019-07-25 16:39:39,2019-06-24 18:16:00
11005498,Kamila,Polecam,5/5,"Po ledwie kilku dniach użytkowania mogę na razie tylko powiedzieć, że zachwyca designem.","['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'podświetlenie', 'wygoda używania']",[],0,0,2019-09-05 04:47:32,2019-08-31 22:07:05
11534159,Agape,Polecam,5/5,Super szczoteczka dla maluchów. Mój roczny synek trochę się boi wibracji więc póki co używamy bez ale mam nadzieję że niedługo się oswoi.,[],[],0,0,2020-01-04 23:34:06,2019-12-16 11:36:08
10727804,rosik,Polecam,5/5,Gorąco polecam. Naprawdę cichutkie i super urządzonko. Moja córka lub tą szczoteczkę.,"['dopasowana do malutkich rączek', 'głośność pracy', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2019-07-01 21:11:35,2019-06-01 09:47:57
6702323,Gość,Polecam,5/5,Jestem bardzo zadowolona ze szczoteczki. Synek jest zainteresowany myciem ząbków.,"['bardzo dobre lezy w ręce dziecka', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'swiatło pomaga rodzicom oraz zacheca dzi', 'światełko pozwala zobaczyć zęby', 'wygoda używania']",[],0,0,2018-03-12 21:49:13,2018-02-11 21:05:11
10681881,ewa,Polecam,5/5,ok tylko moje dziecko nie lubi tego odgłosu i nie chce uzywca woli elektryczna..,"['dopasowana do malutkich rączek', 'ładny wygląd', 'łatwość czyszczenia', 'wygoda używania']",['głośność pracy'],0,0,2019-06-20 09:37:24,2019-06-13 10:19:40
11031132,Ł...z,Polecam,5/5,Produkt zgodny z opisem. Szczoteczka podswietla końcówkę. Wibruje. Na baterie.,"['bardzo dobre lezy w ręce dziecka', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana']","['brak regulacji poziomu wibracji', 'wytrzymałość']",0,0,2019-09-11 21:08:32,2019-08-10 18:56:26
10937378,Bera,Polecam,5/5,7 miesięczny syn chętnie uzytkuje szczoteczkę. Pomocna przy zabkowaniu! Polecam,"['bardzo dobre lezy w ręce dziecka', 'cena', 'dopasowana do malutkich rączek', 'dziecko jest zainteresowane myciem', 'głośność pracy', 'jakość wykonania', 'ładny wygląd', 'ładowanie za pomocą zwykłej baterii', 'łatwa w użytkowaniu', 'łatwość czyszczenia', 'ochrona przed wydostaniem się baterii', 'podświetlenie', 'skuteczne czyszczenie', 'swiatło pomaga rodzicom oraz zacheca dzi', 'wygoda używania', 'wyprofilowana', 'wytrzymałość']",[],0,0,2019-08-19 23:40:30,2019-07-19 07:05:22
8770438,przega,Polecam,5/5,2 letnia córeczka używa bez żadnych kłopotów. Sama się garnie do mycia ząbków.,"['głośność pracy', 'łatwość czyszczenia', 'wygoda używania']",[],0,0,2018-12-19 13:26:24,2018-11-29 09:50:58
